threshold,auc,tp,fp,tn,fn,accuracy,precision,recall,fpr
0.689,0.6467411947333139,28176.0,6605.0,24078.0,27207.0,0.6071,0.8101,0.5087,0.2153
0.69,0.6467449889056548,28097.0,6561.0,24122.0,27286.0,0.6067,0.8107,0.5073,0.2138
0.691,0.6466437414388121,28019.0,6524.0,24159.0,27364.0,0.6063,0.8111,0.5059,0.2126
0.692,0.6465860997370632,27935.0,6481.0,24202.0,27448.0,0.6058,0.8117,0.5044,0.2112
0.693,0.6465154572206674,27864.0,6446.0,24237.0,27519.0,0.6054,0.8121,0.5031,0.2101
0.694,0.6462697610962944,27770.0,6409.0,24274.0,27613.0,0.6047,0.8125,0.5014,0.2089
0.695,0.6460185577579858,27679.0,6374.0,24309.0,27704.0,0.604,0.8128,0.4998,0.2077
0.696,0.6459173102911432,27601.0,6337.0,24346.0,27782.0,0.6036,0.8133,0.4984,0.2065
0.697,0.6456876838621859,27516.0,6304.0,24379.0,27867.0,0.603,0.8136,0.4968,0.2055
0.698,0.6455884227821189,27431.0,6263.0,24420.0,27952.0,0.6025,0.8141,0.4953,0.2041
0.699,0.6456263427320664,27363.0,6223.0,24460.0,28020.0,0.6021,0.8147,0.4941,0.2028
0.7,0.6455268556788037,27287.0,6187.0,24496.0,28096.0,0.6017,0.8152,0.4927,0.2016
0.701,0.645445650680928,27204.0,6146.0,24537.0,28179.0,0.6012,0.8157,0.4912,0.2003
0.702,0.6451435739500098,27120.0,6118.0,24565.0,28263.0,0.6005,0.8159,0.4897,0.1994
0.703,0.6453171404895878,27058.0,6073.0,24610.0,28325.0,0.6003,0.8167,0.4886,0.1979
0.704,0.6451110773567573,26972.0,6038.0,24645.0,28411.0,0.5997,0.8171,0.487,0.1968
0.705,0.6449250566928939,26881.0,5999.0,24684.0,28502.0,0.5991,0.8175,0.4854,0.1955
0.706,0.6448385704542782,26792.0,5955.0,24728.0,28591.0,0.5986,0.8182,0.4838,0.1941
0.707,0.6446089440253208,26707.0,5922.0,24761.0,28676.0,0.598,0.8185,0.4822,0.193
0.708,0.6446761604585265,26626.0,5873.0,24810.0,28757.0,0.5976,0.8193,0.4808,0.1914
0.709,0.6443525068182572,26536.0,5843.0,24840.0,28847.0,0.5969,0.8195,0.4791,0.1904
0.71,0.6439132490573244,26435.0,5814.0,24869.0,28948.0,0.5961,0.8197,0.4773,0.1895
0.711,0.6436582989186602,26349.0,5782.0,24901.0,29034.0,0.5955,0.82,0.4758,0.1884
0.712,0.6434740386683767,26260.0,5744.0,24939.0,29123.0,0.5949,0.8205,0.4742,0.1872
0.713,0.6430327945206683,26166.0,5719.0,24964.0,29217.0,0.5941,0.8206,0.4725,0.1864
0.714,0.6429729404589482,26098.0,5685.0,24998.0,29285.0,0.5937,0.8211,0.4712,0.1853
0.715,0.6427598356717978,26004.0,5646.0,25037.0,29379.0,0.593,0.8216,0.4695,0.184
0.716,0.6423060426558338,25905.0,5619.0,25064.0,29478.0,0.5922,0.8218,0.4677,0.1831
0.717,0.6421904859071554,25820.0,5579.0,25104.0,29563.0,0.5917,0.8223,0.4662,0.1818
